run,arm,seed,env,episodes,reward,hard_events,hard_rate,hard_cp95,soft_cost,soft_budget,soft_mean_feasible,soft_episode_exceedance,checkpoint_binding,eval_file,eval_sha256,config_sha256,comparison_config_sha256,train_steps,margin,mode,prox_budget
PG2_fdpi_lp_prox40_r2_s3,PG2_fdpi_lp_prox40_r2,3,SafetyPointGoal2-v0,312,5.700002633266785,0,0.0,0.009555756807037344,7.4423076923076925,25.0,True,0.08974358974358974,checkpoint_sha256_verified,PG2_fdpi_lp_prox40_r2_s3/strict_eval_params_1990002.json,9b72f0a80dece87c6e13908f3636c381bdf57e271c9f939a5968dfa7272b589c,27861e9a9c6578d3251830f1f8b5ce01b824dd73b8de2275cedafae96ab0a0cb,a6c7871ba3767ffeb08b1c35402f0c90a1b47ee47b5f1272c4677b69e7069a5d,2000000,0.8,lp,40.0
PG2_fdpi_lp_prox40_r2_s4,PG2_fdpi_lp_prox40_r2,4,SafetyPointGoal2-v0,312,4.7402448769234065,2,0.00641025641025641,0.02004035719137593,16.92628205128205,25.0,True,0.08012820512820513,checkpoint_sha256_verified,PG2_fdpi_lp_prox40_r2_s4/strict_eval_params_1990002.json,c3f0b253e8c4f606ed7358d9ba53d18caeb3d99ed2dbc817c4a7320953a56ce4,6d123283a180987988825aedff6eef5cc9e660ae658d6049e39061acd2ebc0fc,5bae2cc9b861e4eb813bfda10174f24cc273aca70157764dabade257ed465022,2000000,0.8,lp,40.0
PG2_fdpi_lp_prox40_r2_s5,PG2_fdpi_lp_prox40_r2,5,SafetyPointGoal2-v0,312,5.034649417330854,1,0.003205128205128205,0.015113773151500549,7.208333333333333,25.0,True,0.04487179487179487,checkpoint_sha256_verified,PG2_fdpi_lp_prox40_r2_s5/strict_eval_params_1990002.json,bb646354d235710ccfca7c23db39144a8923def1d906113552e275cce90ee1c2,69a8d880bc07cd8b42d87eb91d9214bd3f893f6411646d128d0f281feadc5e4a,5bae2cc9b861e4eb813bfda10174f24cc273aca70157764dabade257ed465022,2000000,0.8,lp,40.0
PG2_fdpi_lp_r2_s1,PG2_fdpi_lp_r2,1,SafetyPointGoal2-v0,312,1.8769886657797634,0,0.0,0.009555756807037344,1.3397435897435896,25.0,True,0.019230769230769232,filename_only_checkpoint_not_in_mirror,PG2_fdpi_lp_r2_s1/strict_eval_params_1990002.json,3c67f269c81e09d6b7e84dc5d86380cf0feee52a3b2262831e70e2f42ba335ed,00327d362e84cea83febb04f322c1c6a0932a5973c0f64b9d0fae91717aaf87f,70c10d441a8ec3386d16966fa14e5f71f6cb6ec97719d64bfced180a0c794a2e,2000000,0.8,lp,0.0
PG2_fdpi_lp_r2_s2,PG2_fdpi_lp_r2,2,SafetyPointGoal2-v0,312,-0.1531461577525261,0,0.0,0.009555756807037344,0.05128205128205128,25.0,True,0.0,filename_only_checkpoint_not_in_mirror,PG2_fdpi_lp_r2_s2/strict_eval_params_1990002.json,97e9d3e51b1d61fda3fd4860fea8fb00d172ef75e029586ad7093a5a9d5f9aea,fe61859d55251b5a7f927f7a1de66acce5d830bab3ba5fb6b5c47b90a3582119,70c10d441a8ec3386d16966fa14e5f71f6cb6ec97719d64bfced180a0c794a2e,2000000,0.8,lp,0.0
PG2_fdpi_lp_r2_s3,PG2_fdpi_lp_r2,3,SafetyPointGoal2-v0,312,-0.3218405698120885,0,0.0,0.009555756807037344,0.04487179487179487,25.0,True,0.0,filename_only_checkpoint_not_in_mirror,PG2_fdpi_lp_r2_s3/strict_eval_params_1990002.json,f0d8d9be1fdcd9af2a160a0a1491d9450a8bac4c4e0e37f41b21c2fda674184d,3f0aba90e089e97c71a4efe99bb34ea4602eb6a71c13c89ecacdcb09653ca433,70c10d441a8ec3386d16966fa14e5f71f6cb6ec97719d64bfced180a0c794a2e,2000000,0.8,lp,0.0
PG2_fdpi_lp_r2_s4,PG2_fdpi_lp_r2,4,SafetyPointGoal2-v0,312,0.8941280050809162,1,0.003205128205128205,0.015113773151500549,0.10576923076923077,25.0,True,0.0,filename_only_checkpoint_not_in_mirror,PG2_fdpi_lp_r2_s4/strict_eval_params_1990002.json,52b6abc19e1eaca0751015d94a09f6895e3296d958e452f40b220ea131bd9994,9ef6959dfe55021aaf37c38730c02af8d40869cb939e546b00501cad62379f91,70c10d441a8ec3386d16966fa14e5f71f6cb6ec97719d64bfced180a0c794a2e,2000000,0.8,lp,0.0
PG2_fdpi_lp_r2_s5,PG2_fdpi_lp_r2,5,SafetyPointGoal2-v0,312,0.74504066679673,2,0.00641025641025641,0.02004035719137593,0.03205128205128205,25.0,True,0.0,filename_only_checkpoint_not_in_mirror,PG2_fdpi_lp_r2_s5/strict_eval_params_1990002.json,af0202b211281284f0c340ed1679069fd8f255e453afbb057b8a1ee0500d9c76,ff10c3efe8587e87cfba028dc7ea82ff49446502600c6ea778e3557ac723abbb,70c10d441a8ec3386d16966fa14e5f71f6cb6ec97719d64bfced180a0c794a2e,2000000,0.8,lp,0.0
PG2_fdpi_raw_r2_s1,PG2_fdpi_raw_r2,1,SafetyPointGoal2-v0,312,-0.22052432274016487,10,0.03205128205128205,0.05375958556380092,0.0,25.0,True,0.0,final_filename_verified_no_evaluation_time_hash,PG2_fdpi_raw_r2_s1/strict_eval_params_1990002.json,2615fcc6040e8407f8b51b4bd8d8404248c054d87ac97c2b5ab33f9d8fb4c360,d6214628789fa371d3ed804c236ccf5becc344f748e22db414a3028e5e0f3b44,e198d069e66d1b69232703ad95074abd6eebfe968318dc1d5f0d586c86d53aa8,2000000,0.0,raw,0.0
PG2_fdpi_raw_r2_s2,PG2_fdpi_raw_r2,2,SafetyPointGoal2-v0,312,0.3072973303254969,2,0.00641025641025641,0.02004035719137593,0.0,25.0,True,0.0,final_filename_verified_no_evaluation_time_hash,PG2_fdpi_raw_r2_s2/strict_eval_params_1990002.json,fd379e892f13265d0f10b8d1219559ba92300922d40b36e3a929826e97088ac9,55cc6efa122d996a149f27d80fba52ab5a5f903a204653052ef4812c319411c4,e198d069e66d1b69232703ad95074abd6eebfe968318dc1d5f0d586c86d53aa8,2000000,0.0,raw,0.0
PG2_fdpi_raw_r2_s3,PG2_fdpi_raw_r2,3,SafetyPointGoal2-v0,312,1.7347718625410156,2,0.00641025641025641,0.02004035719137593,0.028846153846153848,25.0,True,0.0,final_filename_verified_no_evaluation_time_hash,PG2_fdpi_raw_r2_s3/strict_eval_params_1990002.json,d0dcf9a16c9c3f2cdda558cf7decddb0c0fb3360c0e9daba732f0599e2ad6f10,19640e4d9517411737edf4a43da9b97fbe8b78e94ccbc35043771670c95d8995,e198d069e66d1b69232703ad95074abd6eebfe968318dc1d5f0d586c86d53aa8,2000000,0.0,raw,0.0
PG2_fdpi_raw_r2_s4,PG2_fdpi_raw_r2,4,SafetyPointGoal2-v0,312,3.8013630464345636,2,0.00641025641025641,0.02004035719137593,0.0,25.0,True,0.0,final_filename_verified_no_evaluation_time_hash,PG2_fdpi_raw_r2_s4/strict_eval_params_1990002.json,46c06ab464acb5b35b33231aeacf34a35d4c4c94aa64d57ed881addb062017eb,5bc3d1b99e6c523552becb97f4fe639eafcc4fcedd8c9e94b8f790c33f437037,e198d069e66d1b69232703ad95074abd6eebfe968318dc1d5f0d586c86d53aa8,2000000,0.0,raw,0.0
PG2_fdpi_raw_r2_s5,PG2_fdpi_raw_r2,5,SafetyPointGoal2-v0,312,0.908293274234912,13,0.041666666666666664,0.06543014235051427,0.0,25.0,True,0.0,final_filename_verified_no_evaluation_time_hash,PG2_fdpi_raw_r2_s5/strict_eval_params_1990002.json,3ed72214a6967f8c40f00717193fafa411526854746c53def72f74c6e3f6cd99,f3c396dc56c6ae8010e1d3330baf45f5cf990969bb84dc39b1dc5c3f4387cc9e,e198d069e66d1b69232703ad95074abd6eebfe968318dc1d5f0d586c86d53aa8,2000000,0.0,raw,0.0
